Title;Ingenio;URL;Authors;Abstract
The Asteroid Routing Problem: A Benchmark for Expensive Black-Box Permutation Optimization;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000873604200009;"López-Ibáñez, M; Chicano, F and Gil-Merino, R";Add this journal to your reviewer interest list.  Add Journal|Inspired by the recent 11th Global Trajectory Optimisation Competition, this paper presents the asteroid routing problem (ARP) as a realistic benchmark of algorithms for expensive bound-constrained black-box optimization in permutation space. Given a set of asteroids' orbits and a departure epoch, the goal of the ARP is to find the optimal sequence for visiting the asteroids, starting from Eart
Quantum inspired evolutionary algorithms with improved rotation gates for real-coded synthetic and real world optimization problems;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000405334800001;Wright, J and Jordanov, I;Add this journal to your reviewer interest list.  Add Journal|We investigate two modified Quantum Evolutionary methods for solving real value problems. The Quantum Inspired Evolutionary Algorithms (QIEA) were originally used for solving binary encoded problems and their signature features follow superposition of multiple states on a quantum bit and a rotation gate. In order to apply this paradigm to real value problems, we propose two quantum methods Half
An Implicitly Parallel EDA Based on Restricted Boltzmann Machines;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000364333000132;"Probst, M; Rothlauf, F and Grahl, J";We present a parallel version of RBM-EDA. RBM-EDA is an Estimation of Distribution Algorithm (FDA) that models dependencies between decision variables using a Restricted Boltzmann Machine (RBM). In contrast to other EDAs, RBM-EDA mainly uses matrix-matrix ultiplications for model estimation and sampling. Hence, for implementation, standard libraries for linear algebra can be used. This allows a
Hierarchical Problem Solving with the Linkage Tree Genetic Algorithm;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000321981300110;Thierens, D and Bosman, PAN;Hierarchical problems represent an important class of nearly decomposable problems. The concept of near decomposability is central to the study of complex systems. When little a priori information is available, a black box problem solver is needed to optimize these hierarchical problems. The solver should be able to learn linkage information, and to preserve and test partial solutions at differ
Adapting Heuristic Mastermind Strategies to Evolutionary Algorithms;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000279943400022;Runarsson, TP and Merelo-Guervós, JJ;"The art of solving the Mastermind puzzle was initiated by Donald Knuth and is already more than thirty years old; despite that, it still receives much attention in operational research and computer games journals, not to mention the nature-inspired stochastic algorithm literature. In this paper we try to suggest a strategy that will allow nature-inspired algorithms to obtain results as good as"
Model-based search for combinatorial optimization: A critical survey;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000223535200017;"Zlochin, M; Birattari, M;  (...); Dorigo, M";Add this journal to your reviewer interest list.  Add Journal|In this paper we introduce model-based search as a unifying framework accommodating some recently proposed metaheuristics for combinatorial optimization such as ant colony optimization, stochastic gradient ascent, cross-entropy and estimation of distribution methods. We discuss similarities as well as distinctive features of each method and we propose some extensions.
A Gaussian Process Assisted Offline Estimation of Multivariate Gaussian Distribution Algorithm;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000687430600089;"Ma, XX; Chen, WN and Yang, Q";Surrogated assisted evolutionary algorithms are commonly used to solve real-world expensive optimization problems. However, in some situations, no online data is available during the evolution process. In this situation, we have to build surrogate models based on offline historical data, which is known as offline data-driven optimization. Since no new data can be used to improve the surrogate m
Improving dynamic facial expression recognition with feature subset selection;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000288347400010;"Dornaika, F; Lazkano, E and Sierra, B";Add this journal to your reviewer interest list.  Add Journal|This paper addresses the dynamic recognition of basic facial expressions in videos using feature subset selection. Feature selection has been already used by some static classifiers where the facial expression is recognized from one single image. Past work on dynamic facial expression recognition has emphasized the issues of feature extraction and classification, however, less attention has bee
UMDA/S: AN EFFECTIVE ITERATIVE COMPILATION ALGORITHM FOR PARAMETER SEARCH;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000287768300007;"Lu, PJ; Che, YG and Wang, ZH";Add this journal to your reviewer interest list.  Add Journal|The search process is critical for iterative compilation because the large size of the search space and the cost of evaluating the candidate implementations make it infeasible to find the true optimal value of the optimization parameter by brute force. Considering it as a nonlinear global optimization problem, this paper introduces a new hybrid algorithm - UMDA/S: Univariate Marginal Distributi
Convergence properties of quantum evolutionary algorithms on high dimension problems;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000452306700010;Wright, J and Jordanov, I;Add this journal to your reviewer interest list.  Add Journal|We propose and investigate new rotation gates for two modified Quantum Inspired Evolutionary methods for solving high dimension optimisation problems. The Quantum Inspired Evolutionary Algorithms (QIEA) were originally used for solving binary encoded problems and their signature features follow superposition of multiple states on a quantum bit and a rotation gate. In order to apply this paradig
A Dual-Purpose Memory Approach for Dynamic Particle Swarm Optimization of Recurrent Problems;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000369153300015;"Vellasques, E; Sabourin, R and Granger, E";In a dynamic optimization problem (DOP) the optima can change either in a sequential or in a recurrent manner. In sequential DOPs, the optima change gradually over time while in recurrent DOPs, previous optima reappear over time. The common strategy to tackle recurrent DOPs is to employ an archive of solutions along with information allowing to associate them with their respective problem insta
An overview of population-based algorithms for multi-objective optimisation;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000353513200003;"Giagkiozis, I; Purshouse, RC and Fleming, PJ";Add this journal to your reviewer interest list.  Add Journal|In this work we present an overview of the most prominent population-based algorithms and the methodologies used to extend them to multiple objective problems. Although not exact in the mathematical sense, it has long been recognised that population-based multi-objective optimisation techniques for real-world applications are immensely valuable and versatile. These techniques are usually employ
Parameter-Less Population Pyramid for Permutation-Based Problems;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:001299686400029;"Wozniak, S; Przewozniczek, MW and Komarnicki, MM";Linkage learning is frequently employed in state-of-the-art methods dedicated to discrete optimization domains. Information about linkage identifies a subgroup of genes that are found dependent on each other. If such information is precise and properly used, it may significantly improve a method's effectiveness. The recent research shows that to solve problems with so-called overlapping blocks,
On stability of fixed points of limit models of univariate marginal distribution algorithm and factorized distribution algorithm;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000189357300006;Zhang, QF;Add this journal to your reviewer interest list.  Add Journal|This paper aims to study the advantages of using higher order statistics in estimation distribution of algorithms (EDAs). We study two EDAs with two-tournament selection for discrete optimization problems. One is the univariate marginal distribution algorithm (UMDA) using only first-order statistics and the other is the factorized distribution algorithm (FDA) using higher order statistics. We i
Mixtures of Generalized Mallows Models for Solving the Quadratic Assignment Problem;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000380444802011;"Ceberio, J; Santana, R;  (...); Lozano, JA";Recently, distance-based exponential probability models have demonstrated their validity in the context of estimation of distribution algorithms when solving permutation-based combinatorial optimisation problems. However, despite their successful performance, some of these models are uni-modal, and, therefore, they might not be flexible enough to model the different modalities that may be repre
A Radial Hybrid Estimation of Distribution Algorithm for the Truck and Trailer Routing Problem;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000940050400001;Pérez-Rodríguez, R and Frausto-Hernández, S;Add this journal to your reviewer interest list.  Add Journal|The truck and trailer routing problem (TTRP) has been widely studied under different approaches. This is due to its practical characteristic that makes its research interesting. The TTRP continues to be attractive to developing new evolutionary algorithms. This research details a new estimation of the distribution algorithm coupled with a radial probability function from hydrogen. Continuous va
A Genetic System Based on Simulated Crossover: Stability Analysis and Relationships with Neural Nets;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000266086000003;Carpentieri, M;Add this journal to your reviewer interest list.  Add Journal|We consider a marginal distribution genetic model based on crossover of sequences of genes and provide relations between the associated infinite population genetic system and the neural networks. A lower bound oil population size is exhibited stating that the behavior of the finite population system, in the case of sufficiently large sizes, can be approximated by the behavior of the correspondi
Practical Algorithms for Low-Discrepancy 2-Colorings;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000359368500008;Kliemann, L;Add this journal to your reviewer interest list.  Add Journal|We present practical approaches for low-discrepancy 2-colorings in the hypergraph of arithmetic progressions. A simple randomized algorithm, a deterministic combinatorial algorithm (Sarkozy 1974), and three estimation of distribution algorithms are compared. The best of them experimentally achieves a constant-factor approximation.
FEDA-NRP: A fixed-structure multivariate estimation of distribution algorithm to solve the multi-objective Next Release Problem with requirements interactions;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:001028854900001;"Pérez-Piqueras, V; Bermejo, P and Gámez, JA";Add this journal to your reviewer interest list.  Add Journal|In the development of a software product, the Next Release Problem is the selection of the most appropriate subset of requirements (tasks) to include in the next release of the product, such that the selected subset maximises the overall satisfaction of the stakeholders and minimises the total cost. Furthermore, in most cases, requirements or tasks cannot be developed independently, as there ar
An enhanced multi-objective evolutionary optimization algorithm with inverse model;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000536172000008;"Zhang, ZC; Liu, SY;  (...); Zhu, SQ";Add this journal to your reviewer interest list.  Add Journal|Multi-objective evolutionary algorithm based on the inverse model (IM-MOEA) is a popular method to solve multi-objective optimization problems (MOPs). However, IM-MOEA has some drawbacks such as low accuracy and difficulty in dealing with MOPs with irregular PFs. To address these issues, adaptive reference vector mechanism and nonrandom grouping strategy are employed in IM-MOEA, which enhances
Maximum spanning tree based linkage learner;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000336524000004;Helmi, BH and Rahmani, AT;Add this journal to your reviewer interest list.  Add Journal|Linkage learning in evolutionary algorithms is identifying the structure of the dependencies between variables of a problem in order to find the optimum solution of the problem. It is a necessary process for optimizing the hard problems that can not be optimized randomly via common recombination operators of simple genetic algorithm. This paper presents a simple yet effective linkage learner th
Evaluation relaxation using substructural information and linear estimation;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000249917300066;"Sastry, K; Lima, CF and Goldberg, DE";The paper presents an evaluation-relaxation scheme where a fitness surrogate automatically adapts to the problem structure and the partial contributions of subsolutions to the fitness of an individual are estimated efficiently and accurately. In particular, the probabilistic model built by extended compact genetic algorithm is used to infer the structural form of the surrogate and a least squar
Initial breeding value prediction on Manchego sheep by using rule-based systems;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000244110600010;"delaOssa, L; Flores, MJ;  (...); Puerta, JM";Add this journal to your reviewer interest list.  Add Journal|In this paper we present an application of rule-based expert systems to a farming problem. Concretely the prediction of the breeding value in Manchego ewes is studied for the early stage of their life in which the standard (BLUP) methodology cannot be applied. In this case the pedigree index (arithmetical mean between parents' breeding value) is used to make the estimation. An alternative to th
Extracted global structure makes local building block processing effective in XCS;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000242040700099;"Butz, MV; Pelikan, M;  (...); Goldberg, DE";Michigan-style learning classifier systems (LCSs), such as the accuracy-based XCS system, evolve distributed problem solutions represented by a population of rules. Recently, it was shown that decomposable problems may require effective processing of subsets of problem attributes, which cannot be generally assured with standard crossover operators. A number of competent crossover operators capa
The RM-MEDA Based on Elitist Strategy;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000289340600024;"Mo, L; Dai, GM and Zhu, JK";Add this journal to your reviewer interest list.  Add Journal|The Estimation of Distribution Algorithms(EDAs) is a new paradigm for Evolutionary Computation. This new class of algorithms generalizes Genetic Algorithms(GAs) by replacing the crossover and mutation operaters by learning and sampling the probability distribution of the best individuals of the population at each iteration of the algorithm. In this paper, we review the EDAs for the solution of
A fully Multivariate DEUM Algorithm;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000274803100062;"Shakya, S; Brownlee, A;  (...); Owusu, G";Distribution Estimation Using Markov network (DEUM) algorithm is a class of estimation of distribution algorithms that uses Markov networks to model and sample the distribution. Several different versions of this algorithm have been proposed and are shown to work well in a number of different optimisation problems. One of the key similarities between all of the DEUM algorithms proposed so far i
Initial approaches to the application of islands-based parallel EDAs in continuous domains.;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000230570200070;"delaOssa, L; Gámez, JA and Puerta, JM";Evolutionary algorithms in general and Estimation of Distribution Algorithms in particular have been widely applied to solve combinatorial optimization problems, that is, problems in which the variables involved are discrete. However, there are also modifications or extension of these algorithms to deal with numerical optimization problems, i.e., continuous variables. In this paper we focus on
Metaheuristic-Boltzmannian optimization model: A new methodology for convergence using the Jensen-Shannon metric in continuous optimization problems;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000933784300012;"de Anda-Suárez, J; Calzada-Ledesma, V and Ortiz-Aguilar, L";Add this journal to your reviewer interest list.  Add Journal|We present a new methodology called J-SIGMA to infer state change information using the minimum Jensen- Shannon distance to describe a continuous optimization problem as a Boltzmannian system, as well as its applications to population-based metaheuristics. In general, a Boltzmannian system describes a macrostate from the statistics of the constituent microstate where the minimum energy is the m
Evolutionary optimization with Markov random field prior;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000226379600004;Wang, X and Wang, H;Add this journal to your reviewer interest list.  Add Journal|This paper discusses an evolutionary algorithm in which the constituent variables of a solution are modeled by a Markov random field (MRF). We maintain a population of potential solutions. at every generation and for each solution a fitness value is calculated. The evolution, however, is not achieved through genetic recombination. Instead, each variable in a solution will be updated by sampling
An improved model-based evolutionary algorithm for multi-objective optimization;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000682990400001;"Gholamnezhad, P; Broumandnia, A and Seydi, V";Add this journal to your reviewer interest list.  Add Journal|The basic idea in the estimation of distribution algorithms is the replacement of heuristic operators with machine learning models such as regression models, clustering models, or classification models. So, recently, the model-based evolutionary algorithms (MBEAs) have been suggested in three groups: The estimation of distribution algorithms (EDAs), surrogate assisted evolutionary algorithms, a
Automated Alphabet Reduction Method with Evolutionary Algorithms for Protein Structure Prediction;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000268226900070;"Bacardit, J; Stout, M;  (...); Krasnogor, N";This paper focuses on automated procedures to reduce the dimensionality of protein structure prediction datasets by simplifying the way in which the primary sequence of a protein is represented. The potential benefits of this procedure are faster and easier learning process as well as the generation of more compact and human-readable classifiers. The dimensionality reduction procedure we propos
ECGA vs. BOA in Discovering Stock Market Trading Experts;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000268226900104;Lipinski, P;This paper presents two evolutionary algorithms, ECGA and BOA, applied to constructing stock market trading expertise, which is built on the basis of a set of specific trading rules analysing financial time series of recent price quotations. A few modifications of ECGA are proposed in order to reduce the computing time and make the algorithm applicable for real-time trading. In experiments carr
Population distribution dynamics in Genetic Algorithms with High-Probability Mutation;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000674702100024;Croitoru, NE;This paper contains an investigation into the GA population dynamics induced by very high mutation operator probabilities(approximate to 0.95). Drawing inspiration from Consensus Sequence Plots and Estimation of Distribution Algorithms, population distribution naive changes are computed between successive generations. This metric is used to characterise multiple parameter variants for a Simple
Total synthesis of algorithmic chemistries;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000242040700249;Lasarczyk, CWG and Banzhaf, W;Algorithmic Chemistries are Artificial Chemistries that aim at algorithms. In this contribution we present a new algorithm to execute Algorithmic Chemistries during evolution. This algorithm ensures synthesizes of the whole program and cuts off execution of unneeded instructions without restricting the stochastic way of execution. We demonstrate benefits of the new algorithm for evolution of Al
Multi-objective optimization approach to detecting extremal patterns in social networks;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000380541300034;Santana, R;This paper introduces the use of extremal patterns as a way to characterize social networks. The concepts of Pareto-dominance, multi-objective optimization, and estimation of distribution algorithms are integrated in a general strategy to compute the multiple extremal patterns. The algorithm is applied to the identification of sets of subjects that have the broadest direct network reachability
A statistical comparison study between Genetic Algorithms and Bayesian Optimization Algorithms;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000229190100072;"Mori, N; Takeda, M and Matsumoto, K";Add this journal to your reviewer interest list.  Add Journal|The Genetic Algorithm (GA) is a search and optimization technique based on the mechanism of evolution. In this paper, we propose new statistical indices which are based on the concepts of crossover and mutation, used in GAs, to analyze the behavior of the population based optimization techniques. We also show simple results of comparison studies between GAs and the Bayesian Optimization Algorit
Evolutionary algorithms refining a heuristic: A hybrid method for shared-path protections in WDM networks under SRLG constraints;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000244131800006;"Zhang, QF; Sun, JY;  (...); Tsang, E";Add this journal to your reviewer interest list.  Add Journal|An evolutionary algorithm (EA) can be used to tune the control parameters of a construction heuristic to an optimization problem and generate a nearly optimal solution. This approach is in the spirit of indirect encoding EAs. Its performance relies on both the heuristic and the EA. This paper proposes a three-phase parameterized construction heuristic for the shared-path protection problem in w
Extending the GA-EDA hybrid algorithm to study diversification and intensification in GAs and EDAs;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000232273600031;"Robles, V; Peña, JM;  (...); Cubo, O";Add this journal to your reviewer interest list.  Add Journal|Hybrid metaheuristics have received considerable interest in recent years. Since several years ago, a wide variety of hybrid approaches have been proposed in the literature including the new GA-EDA approach. We have design and implemented an extension to this GA-EDA approach, based on statistical significance tests. This approach had allowed us to make an study of the balance of diversification
Empirical investigations on parallelized linkage indentification;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000224103300033;"Munetomo, M; Murao, N and Akama, K";Add this journal to your reviewer interest list.  Add Journal|To solve GA-difficult problems in which we cannot ensure tight linkage in their encoding, advanced methods such as linkage identification techniques and estimation of distribution algorithms work effectively although they need some additional computational cost. The computation time can be reduced by employing parallel computers and several approaches have been proposed for their parallelized a
SSGA & EDA Based Feature Selection and Weighting for Face Recognition;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000312932600186;"Abegaz, T; Dozier, G;  (...); Woodard, DL";In this paper, we compare genetic and evolutionary feature selection (GEFeS) and weighting (GEFeW) using a number of biometric datasets. GEFeS and GEFeW have been implemented as instances of Steady-State Genetic and Estimation of Distribution Algorithms. Our results show that GEFeS and GEFeW dramatically improve recognition accuracy as well as reduce the number of features needed for facial rec
Estimation Distribution Algorithm for mixed continuous-discrete optimization problems;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000178853200037;Ocenásek, J and Schwarz, J;In recent few years expressive progress in the theory and practice of Estimation of Distribution Algorithms (EDA) [1] has appeared, where the classical genetic recombination operators are replaced by probability estimation and stochastic sampling techniques. In this paper we identify some disadvantages of present probabilistic models used in EDAs and propose more general and efficient model for
PSO_Bounds: A New Hybridization Technique of PSO and EDAs;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000266892600017;El-Abd, M and Kamel, MS;Particle Swarm Optimization (PSO) is a nature inspired population-based approach successfully used as an optimization tool in many application. Estimation of distribution algorithms (EDAs), are evolutionary algorithms that try to estimate the probability distribution of the good individuals in the population. In this work, we present a new PSO algorithm that borrows ideas from EDAs. This algori
Iterated local search with guided mutation;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000245414201053;Wang, QF and Sun, JY;Guided mutation uses the idea of estimation of distribution algorithms to improve conventional mutation operators. It combines global statistical information and the location information of good individual solutions for generating new trial solutions. This paper suggests using guided mutation in iterative local search. An experimental comparison between a conventional iterated local search (CIL
Feature selection for splice site prediction:: A new method using EDA-based feature ranking -: art. no. 64;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000222504600001;"Saeys, Y; Degroeve, S;  (...); Van de Peer, Y";Add this journal to your reviewer interest list.  Add Journal|Background: The identification of relevant biological features in large and complex datasets is an important step towards gaining insight in the processes underlying the data. Other advantages of feature selection include the ability of the classification system to attain good or even better solutions using a restricted subset of features, and a faster classification. Thus, robust methods for f
A Radial Hybrid Estimation of Distribution Algorithm for the Vehicle Routing Problem with Time Windows;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000670211400009;Pérez-Rodríguez, R;Add this journal to your reviewer interest list.  Add Journal|The vehicle routing environment has been widely studied under different approaches. It is due to its practical characteristic that makes its research interesting. Therefore, the vehicle-scheduling problem continues being attracted to develop new evolutionary algorithms. In this paper, we propose a new estimation of distribution algorithm coupled with a radial probability function. The aforement
Performance of Network Crossover on NK Landscapes and Spin Glasses;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000286453000047;Hauschild, M and Pelikan, M;Add this journal to your reviewer interest list.  Add Journal|This paper describes a network crossover operator based on knowledge gathered from either prior problem-specific knowledge or linkage learning methods such as estimation of distribution algorithms (EDAs). This operator can be used in a genetic algorithm (CA) to incorporate linkage in recombination. The performance of GA with network crossover is compared to that of CA with uniform crossover and
Parallel EDA to create multivariate calibration models for quantitative chemical applications;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000239227800003;"Mendiburu, A; Miguel-Alonso, J;  (...); Ubide, C";Add this journal to your reviewer interest list.  Add Journal|This paper describes the application of a collection of data mining methods to solve a calibration problem in a quantitative chemistry environment. Experimental data obtained from reactions which involve known concentrations of two or more components are used to calibrate a model that, later, will be used to predict the (unknown) concentrations of those components in a new reaction. This proble
A Probabilistic Evolutionary Optimization Approach to Compute Quasiparticle Braids;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000354867200002;"Santana, R; McDonald, RB and Katzgraber, HG";Add this journal to your reviewer interest list.  Add Journal|This paper proposes the use of estimation of distribution algorithms to deal with the problem of finding an optimal product of braid generators in topological quantum computing. We investigate how the regularities of the braid optimization problem can be translated into statistical regularities by means of the Boltzmann distribution. The introduced algorithm obtains solutions with an accuracy i
Automated global structure extraction for effective local building block processing in XCS;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000240667000005;"Butz, MV; Pelikan, M;  (...); Goldberg, DE";Add this journal to your reviewer interest list.  Add Journal|Learning Classifier Systems (LCSs), such as the accuracy-based XCS, evolve distributed problem solutions represented by a population of rules. During evolution, features are specialized, propagated, and recombined to provide increasingly accurate subsolutions. Recently, it was shown that, as in conventional genetic algorithms (GAs), some problems require efficient processing of subsets of featu
Distribution tree-building real-valued evolutionary algorithm;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000224103300038;Posík, P;Add this journal to your reviewer interest list.  Add Journal|This article describes a new model of probability density function and its use in estimation of distribution algorithms. The new model, the distribution tree, has interesting properties and can form a solid basis for further improvements which will make it even more competitive. Several comparative experiments on continuous real-valued optimization problems were carried out and the results are
Global Optimization with the Gaussian Polytree EDA;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000308845000015;"Domínguez, IS; Aguirre, AH and Diharce, EV";This paper introduces the Gaussian polytree estimation of distribution algorithm, a new construction method, and its application to estimation of distribution algorithms in continuous variables. The variables are assumed to be Gaussian. The construction of the tree and the edges orientation algorithm are based on information theoretic concepts such as mutual information and conditional mutual i
EDA-Based Optimal Gabor Kernel's Scale and Orientation Selection for Facial Expression Recognition;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000271688600025;"Zheng, QM; Lv, XH and Shi, GX";In order to reduce Gabor features dimension and remove redundant information between features, we propose a new Gabor features dimension reduction method that utilizes Estimation of distribution algorithms (EDA) to search optimal Gabor kernels' scales and orientations. We equate feature dimension reduction problem to optimal Gabor kernel's scales and orientations selection problem. This method
Quantum-inspired evolutionary algorithms for financial data analysis;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000254509400014;"Fan, K; Brabazon, A;  (...); O'Neill, M";Add this journal to your reviewer interest list.  Add Journal|This paper describes a real-valued quantum-inspired evolutionary algorithm (QIEA), a new computational approach which bears similarity with estimation of distribution algorithms (EDAs). The study assesses the performance of the QIEA on a series of benchmark problems and compares the results with those from a canonical genetic algorithm. Furthermore, we apply QIEA to a finance problem, namely no
A hybrid evolutionary algorithm based on EDAs and clustering analysis;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000251012500167;"Cao, AZ; Chen, YT;  (...); Li, JP";An improved mixed evolutionary algorithm is proposed, which is based on evolutionary trend, EDAs (Estimation of Distribution Algorithms) and clustering analysis. Firstly, the population is classified by clustering algorithm, then for each class, partial individuals of next generation are generated by EDAs, and the rest are supplemented by combination of extrema among classes, which can overcome
Resource-aware parameterizations of EDA;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000245414204038;"Gelly, S; Teytaud, O and Gagné, C";This paper presents a framework for the theoretical analysis of Estimation of Distribution Algorithms (EDA). Using this framework, derived from the VC-theory, we propose non-asymptotic bounds which depend on: 1) the population size, 2) the selection rate, 3) the families of distributions used for the modelling, 4) the dimension, and 5) the number of iterations. To validate these results, optimi
Targeted EDA Adapted for a Routing Problem with Variable Length Chromosomes;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000312859302093;Neumann, G and Cairns, D;Targeted EDA (TEDA), an evolutionary algorithm that combines a targeted intervention principle with Estimation of Distribution Algorithms (EDA), is designed to solve optimal control problems where the number of interventions is an element of solution fitness. This paper applies it to a network routing problem and in doing so adapts it to problems involving variable length chromosomes. We show t
Learning probabilistic tree grammars for Genetic Programming;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000224103300020;Bosman, PAN and de Jong, ED;Add this journal to your reviewer interest list.  Add Journal|Genetic Programming (GP) provides evolutionary methods for problems with tree representations. A recent development in Genetic Algorithms (GAs) has led to principled algorithms called Estimation-of-Distribution Algorithms (EDAs). EDAs identify and exploit structural features of a problem's structure during optimization. Here, we investigate the use of a specific EDA for GP. We develop a probabi
A Short Survey on Population-Based Incremental Learning Algorithm;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000555467200048;Folly, KA;Population-Based Incremental Learning (PBIL) algorithm is an evolutionary algorithm technique that belongs to the class of Estimation of Distribution Algorithms (EDAs) which has been proposed as an extension of Genetic Algorithms (GAs). It combines aspects of simple Genetic Algorithms (GAs) and competitive learning. PBIL has been used recently to solve many optimization problems in engineering
Levels of abstraction in modeling and sampling: The feature-based Bayesian optimization algorithm;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000249917300067;Looks, M;I introduce a generalization of probabilistic modeling and sampling for estimation of distribution algorithms (EDAs), that allows models to contain features, additional level(s) of abstraction defined in terms of the problem's base-level variables. I demonstrate how a simple feature class, variable-position motifs within fixed-length strings, may be exploited by a powerful EDA, the Bayesian opt
Evolving NK-complexity for Evolutionary Solvers;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000394287200183;"Santana, R; Mendiburu, A and Lozano, JA";In this paper we empirically investigate the structural characteristics that can help to predict the complexity of NK-landscape instances for estimation of distribution algorithms (EDAs). We evolve instances that maximize the EDA complexity in terms of its success rate. Similarly, instances that minimize the algorithm complexity are evolved. We then identify network measure, computed from the s
Using Probabilistic Dependencies Improves the Search of Conductance-Based Compartmental Neuron Models;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000279043700015;"Santana, R; Bielza, C and Larrañaga, P";Add this journal to your reviewer interest list.  Add Journal|Conductance-based compartmental neuron models are traditionally used to investigate the electrophysiological properties of neurons. These models require a number of parameters to be adjusted to biological experimental data and this question can be posed as an optimization problem. In this paper we investigate the behavior of different estimation of distribution algorithms (EDAs) for this proble
Evoptool: an Extensible Toolkit for Evolutionary Optimization Algorithms Comparison;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000287375801110;"Valentini, G; Malagò, L and Matteucci, M";This paper presents Evolutionary Optimization Tool (Evoptool), an optimization toolkit that implements a set of meta-heuristics based on the Evolutionary Computation paradigm. Evoptool provides a common platform for the development and test of new algorithms, in order to facilitate the performance comparison activity. The toolkit offers a wide set of benchmark problems, from classical toy examp
