Title,Ingenio,URL,Authors,Abstract,Year
A novel method for coevolving PS-optimizing negotiation strategies using improved diversity controlling EDAs,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000316008400007,"Gwak, J and Sim, KM","In agent-mediated negotiation systems, the majority of the research focused on finding negotiation strategies for optimizing price only. However, in negotiation systems with time constraints (e.g., resource negotiations for Grid and Cloud computing), it is crucial to optimize either or both price and negotiation speed based on preferences of participants for improving efficiency and increasing utilization. To this end, this work presents the design and implementation of negotiation agents that can optimize both price and negotiation speed (for the given preference settings of these parameters) under a negotiation setting of complete information. Then, to support negotiations with incomplete information, this work deals with the problem of finding effective negotiation strategies of agents by using coevolutionary learning, which results in optimal negotiation outcomes. In the coevolutionary learning method used here, two types of estimation of distribution algorithms (EDAs) such as conventional EDAs (S-EDAs) and novel improved dynamic diversity controlling EDAs ((IDC)-C-2-EDAs) were adopted for comparative studies. A series of experiments were conducted to evaluate the performance for coevolving effective negotiation strategies using the EDAs. In the experiments, each agent adopts three representative preference criteria: (1) placing more emphasis on optimizing more price, (2) placing equal emphasis on optimizing exact price and speed and (3) placing more emphasis on optimizing more speed. Experimental results demonstrate the effectiveness of the coevolutionary learning adopting (IDC)-C-2-EDAs because it generally coevolved effective converged negotiation strategies (close to the optimum) while the coevolutionary learning adopting S-EDAs often failed to coevolve such strategies within a reasonable number of generations.",2013
An Evolutionary Algorithm Based Hyper-heuristic for the Job-Shop Scheduling Problem with No-Wait Constraint,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000560389900025,"Chaurasia, SN, Sundar, S, Kim, JH","In this paper, we developed an evolutionary algorithm with guided mutation (EA/G) based hyper-heuristic for solving the job-shop scheduling problem with no-wait constraint (JSPNW). The JSPNW is an extension of well-known job-shop scheduling problem subject to the constraint that no waiting time is allowed between operations for a given job. This problem is a typical NP-hard problem. The hyper-heuristic algorithm comprises of two level frameworks. In the high-level, an evolutionary algorithm is employed to explore the search space. The low-level, which is comprised of generic as well as problem-specific heuristics such as guided mutation, multi-insert points and multi-swap. EA/G is a recent addition to the class of evolutionary algorithm that can be considered as a hybridization of genetic algorithms (GAs) and estimation of distribution algorithms (EDAs), and which tries to overcome the shortcomings of both. In GAs, the location information of the solutions found so far is directly used to generate offspring. On the other hand, EDAs use global statistical information to generate new offspring. In EDAs the global statistical information is stored in the form probability vector, and a new offspring is generated by sampling this probability vector. We have compared our approach with the state-of-the-art approaches. The computational results show the effectiveness of our approach.",2019
Novel dynamic diversity controlling EAs for coevolving optimal negotiation strategies,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000336700500001,"Gwak, J, Sim, KM and Jeon, M","Finding optimal strategies for negotiation with incomplete information is a challenging issue in agent-based automated negotiation research. Although there are some previous works on finding the strategies through coevolutionary learning using evolutionary algorithms (EAs), their coevolving strategies tend to converge to non-global optima (which bring about ineffective negotiation outcomes for participating agents) due to biased coevolution and failures in coevolution. To cope with these drawbacks, this work introduces and compares novel genetic algorithms (GAs) and estimation of distribution algorithms (EDAs) that have additional capability of dynamic diversity control: (1) the dynamic diversity controlling GA ((DC)-C-2-GA), (2) the dynamic diversity controlling EDA ((DC)-C-2-EDA), (3) the improved (DC)-C-2-GA ((IDC)-C-2-GA) and (4) the improved (DC)-C-2-EDA ((IDC)-C-2-EDA). While (DC)-C-2-GA and (DC)-C-2-EDA adopt the novel diversification and refinement (DR) procedure, (IDC)-C-2-GA and (IDC)-C-2-EDA adopt the modified and enhanced DR (mDR) procedure with two additional local heuristics population repair and local neighborhood search. An extensive series of experiments were carried out to compare and evaluate the performance of the simple GA (S-GA), the simple EDA (S-EDA), and the novel GAs and EDAs in coevolving effective negotiation strategies of two self-interested negotiation agents for their various deadline combinations. Favorable empirical results showed that (i) (IDC)-C-2-EDA could coevolve (near-)optimal negotiation strategies for all the considered cases due to its good generalization performance and (ii) it also generally 'outperformed S-GA, S-EDA, (DC)-C-2-GA, (DC)-C-2-EDA and (IDC)-C-2-GA in terms of solution accuracy, coevolutionary search capability and average coevolution restart ratio. Interestingly, it was also found that the coevolution performance of (IDC)-C-2-GA and (IDC)-C-2-EDA is complementary in that (IDC)-C-2-GA and (IDC)-C-2-EDA generally achieved better results in the cases of equal and different deadlines, respectively. (C) 2014 Elsevier Inc. All rights reserved.",2014
The Design of (Almost) Disjunct Matrices by Evolutionary Algorithms,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000763054800012,"Knezevic, K, Picek, S, Leporati, A","Disjunct Matrices (DM) are a particular kind of binary matrices which have been especially applied to solve the Non-Adaptive Group Testing (NAGT) problem, where the task is to detect any configuration of t defectives out of a population of N items. Traditionally, the methods used to construct DM leverage on error-correcting codes and other related algebraic techniques. Here, we investigate the use of Evolutionary Algorithms to design DM and two of their generalizations, namely Resolvable Matrices (RM) and Almost Disjunct Matrices (ADM). After discussing the basic encoding used to represent the candidate solutions of our optimization problems, we define three fitness functions, each measuring the deviation of a generic binary matrix from being respectively a DM, an RM or an ADM. Next, we employ Estimation of Distribution Algorithms (EDA), Genetic Algorithms (GA), and Genetic Programming (GP) to optimize these fitness functions. The results show that GP achieves the best performances among the three heuristics, converging to an optimal solution on a wider range of problem instances. Although these results do not match those obtained by other state-of-the-art methods in the literature, we argue that our heuristic approach can generate solutions that are not expressible by currently known algebraic techniques, and sketch some possible ideas to further improve its performance.",2018
Toward Understanding EDAs Based on Bayesian Networks Through a Quantitative Analysis,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000302540100002,"Echegoyen, C, Mendiburu, A, Lozano, JA","The successful application of estimation of distribution algorithms (EDAs) to solve different kinds of problems has reinforced their candidature as promising black-box optimization tools. However, their internal behavior is still not completely understood and therefore it is necessary to work in this direction in order to advance their development. This paper presents a methodology of analysis which provides new information about the behavior of EDAs by quantitatively analyzing the probabilistic models learned during the search. We particularly focus on calculating the probabilities of the optimal solutions, the most probable solution given by the model and the best individual of the population at each step of the algorithm. We carry out the analysis by optimizing functions of different nature such as Trap5, two variants of Ising spin glass and Max-SAT. By using different structures in the probabilistic models, we also analyze the impact of the structural model accuracy in the quantitative behavior of EDAs. In addition, the objective function values of our analyzed key solutions are contrasted with their probability values in order to study the connection between function and probabilistic models. The results not only show information about the internal behavior of EDAs, but also about the quality of the optimization process and setup of the parameters, the relationship between the probabilistic model and the fitness function, and even about the problem itself. Furthermore, the results allow us to discover common patterns of behavior in EDAs and propose new ideas in the development of this type of algorithms.",2012
Feature subset selection by genetic algorithms and estimation of distribution algorithms -: A case study in the survival of cirrhotic patients treated with TIPS,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000171913100004,"Inza, I, Merino, M, Girala, M","The transjugular intrahepatic portosystemic shunt (TIPS) is an interventional treatment for cirrhotic patients with portal hypertension. In the light of our medical staff's experience, the consequences of TIPS are not homogeneous for all the patients and a subgroup dies in the first 6 months after TIPS placement. Actually, there is no risk indicator to identify this subgroup of patients before treatment. An investigation for predicting the survival of cirrhotic patients treated with TIPS is carried out using a clinical database with 107 cases and 77 attributes. Four supervised machine learning classifiers are applied to discriminate between both subgroups of patients. The application of several feature subset selection (FSS) techniques has significantly improved the predictive accuracy of these classifiers and considerably reduced the amount of attributes in the classification models. Among FSS techniques, FSS-TREE, a new randomized algorithm inspired on the new EDA (estimation of distribution algorithm) paradigm has obtained the best average accuracy results for each classifier. (C) 2001 Elsevier Science B.V. All rights reserved.",2001
Upper Bounds on the Runtime of the Univariate Marginal Distribution Algorithm on OneMax,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000530095200177,"Witt, C","A runtime analysis of the Univariate Marginal Distribution Algorithm (UMDA) is presented on the OneMax function for wide ranges of the parameters mu and lambda. If mu >= c logn for some constant c > 0 and lambda = (1 +Theta(1))mu, a general bound O(mu n) on the expected runtime is obtained. This bound crucially assumes that all marginal probabilities of the algorithm are confined to the interval [1/n; 1 - 1/n]. If mu >= c'root n logn for a constant c' > 0 and lambda = (1 + Theta(1))mu, the behavior of the algorithm changes and the bound on the expected runtime becomes O(mu root n), which typically even holds if the borders on the marginal probabilities are omitted.|The results supplement the recently derived lower bound Omega(mu(root n+ n logn) by Krejca and WiS (FOGA 2017) and turn out as tight for the two very different values mu = c logn and mu = c'root n logn. They also improve the previously best known upper bound O(n logn log logn) by Dang and Lehre (GECCO 2015).",2017
Using a Markov network model in a univariate EDA: An empirical cost-benefit analysis,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000242040700108,"Shakya, S, McCall, J and Brown, D",This paper presents an empirical cost-benefit analysis of an algorithm called Distribution Estimation Using MRF with direct sampling (DEUMd). DEUMd belongs to the family of Estimation of Distribution Algorithm (EDA). Particularly it is a univariate EDA. DEUMd uses a computationally more expensive model to estimate the probability distribution than other univariate EDAs. We investigate the performance of DEUMd in a range of optimization problem. Our experiments shows a better performance (in terms of the number of fitness evaluation needed by the algorithm to find a solution and the quality of the solution) of DEUMd on most of the problems analysed in this paper in comparison to that of other univariate EDAs. We conclude that use of a Markov Network in a univariate EDA can be of net benefit in defined set of circumstances.,2005
Denoising Autoencoder Genetic Programming for Real-World Symbolic Regression,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:001035469400175,"Wittenberg, D and Rothlauf, F","Denoising Autoencoder Genetic Programming (DAE-GP) is a novel neural-network based estimation of distribution genetic programming algorithm that uses denoising autoencoder long short-term memory networks as probabilistic model to replace the standard recombination and mutation operators of genetic programming (GP). Recent work demonstrated that the DAE-GP outperforms standard GP. However, resul",2022
Estimation of Distribution Algorithm based on a Multivariate Extension of the Archimedean Copula,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000346422500012,"de Mello, HD, da Cruz, AVA and Vellasco, MMBR","This paper presents a Copula-based Estimation of Distribution Algorithm with Parameter Updating for numeric optimization problems. This model implements an estimation of distribution algorithm using a multivariate extension of the Archimedean copula (MEC-EDA) to estimate the conditional probability for generating a population of individuals. Moreover, the model uses traditional crossover and elitism operators during the optimization. We show that this approach improves the overall performance of the optimization when compared to other copula-based EDAs.",2013
Probabilistic Modeling for continuous EDA with Boltzmann selection and Kullback-Leibeler divergence,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000249917300062,"Cai, YP, Sun, XM and Jia, PF","This paper extends the Boltzmann Selection, a method in EDA with theoretical importance, from discrete domain to the continuous one. The difficulty of estimating the exact Boltzmann distribution in continuous state space is circumvented by adopting the multivariate Gaussian model, which is popular in continuous EDA, to approximate only the final sampling distribution. With the minimum Kullback-Leibeler divergence principle, both the mean vector and the covariance matrix of the Gaussian model can be calibrated to preserve the features of Boltzmann selection reflecting desired selection pressure. A method is proposed to adapt the selection pressure based on measuring the successfulness of the past evolution process. These works established a formal basis that helps to build probabilistic models in continuous EDA algorithms with adaptive parameters. The framework is incorporated in both the continuous UMDA and the EMNA algorithm, and tested in several benchmark problems. The experiment results are compared with some existing EDA versions and the benefit of the proposed approach is discussed.",2006
Genetic draft in univariate marginal distribution algorithm,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000242040700110,"Hong, Y, Ren, QS and Zeng, J","Like Darwinian-type genetic algorithms, there also exists genetic drift in Univariate Marginal Distribution Algorithm (UMDA). Since the universal analysis of genetic drift in UMDA is very difficult, in this paper, we just approach a certain kind of problem (WOneMax Problem). For WOneMax Problem, The individual space in UMDA can be denoted as a full binary tree, and the selecting process in UMDA can be considered as a process of cutting branch. We employ this binary tree to calculate the probability change of each variable between two adjacent generations. Comparing this change with our experimental data, we find that when the population size is limited, there exists genetic drift in UMDA. In order to avoid genetic drift, we model the probability of each variable as a signal with noise, and then use smoothing filter to eliminate genetic drift. Numerical results show this method is effective.",2005
Multi-objective Job Shop Rescheduling with Estimation of Distribution Algorithm,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000450663600003,"Hao, XC, Sun, L and Gen, M","To solve the moJSRP model, with the framework of proposed MoEDA, the probability model of the operation sequence is estimated firstly. For sampling the processing time of each operation with the Monte Carlo methods, allocation method is used to decide the operation sequence, and then the expected makespan and total tardiness of each sampling are evaluated. Subsequently, updating mechanism of the probability models is proposed according to the best solutions to obtain. Finally, for comparing with some existing algorithms by numerical experiments on the benchmark problems, we demonstrate the proposed effective estimation of distribution algorithm can obtain an acceptable solution in the aspects of schedule quality and computational efficiency.",2018
Independence-based MAP for Markov networks structure discovery,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000299009900073,"Bromberg, F, Schlüter, F and Edera, A","This work presents IBMAP, an approach for robust learning of Markov network structures from data; together with IBMAP-HC, an efficient instantiation of the approach. Existing Score-Based (SB) and Independence-Based (IB) approaches must make concessions either on robustness or efficiency. IBMAP-HC improves robustness efficiently through an IB-SB hybrid approach based on the probabilistic Maximum-A-Posteriori (MAP) technique; and the IB-score, a tractable expression for computing posterior probabilities of Markov network structures. Performance is first tested against IB and SB competitors on synthetic datasets. Against IB competitors (GSMN algorithm and a version of the HHC algorithm adapted here for Markov networks discovery), IBMAP-HC showed reductions in edges Hamming distance with same order running times. Against SB competitors, both IBMAP-HC and our adaptation of HHC produced comparable Hamming distances, but with running times orders of magnitude faster. We also evaluated IBMAP-HC in a realistic, challenging testbed: EDAs, evolutionary algorithms for optimization that estimate a distribution on each generation. Using IBMAP-HC to estimate distributions, EDAs converged to the optimum faster in all benchmark functions considered, reducing required fitness evaluations by up to 80%.",2011
"Convergence Phases, Variance Trajectories, and Runtime Analysis of Continuous EDAs",Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000268226900102,"Grahl, J, Bosman, PAN and Minner, S","Considering the available body of literature oil continuous EDAs, one must state that many important questions are still unanswered, e.g.: How do continuous EDAs really work, and how can we increase their efficiency further? The first question must be answered oil the basis of formal models, but despite some recent results, the majority of contributions to the held is experimental. The second question should be answered by exploiting the insights that have been gained from formal models, We contribute, to the theoretical literature oil continuous EDAs by focussing on a simple, yet important, question: HOW Should the variances used to sample offspring front change over all EDA run? To answer this question, the convergence process is separated into three phases and it is shown that for each phase, a preferable strategy exists for setting the variances. It is highly likely that the use of variances that have been estimated with maximum likelihood is not optimal. Thus, variance modification policies are not just a nice add-on. In the light of our findings, they become an integral component of continuous EDAs, and they should consider the specific requirements of all phases of the optimization process.",2007
Upper Bounds on the Running Time of the Univariate Marginal Distribution Algorithm on OneMax,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000458280100011,"Witt, C","The Univariate Marginal Distribution Algorithm (UMDA) is a randomized search heuristic that builds a stochastic model of the underlying optimization problem by repeatedly sampling. solutions and adjusting the model according to the best mu samples. We present a running time analysis of the UMDA on the classical OneMax benchmark function for wide ranges of the parameters mu and lambda. If mu >= c log n for some constant c > 0 and lambda = (1+ Theta(1)) mu, we obtain a general bound O (mu n) on the expected running time. This bound crucially assumes that all marginal probabilities of the algorithm are confined to the interval [1/n, 1 - 1/n]. If mu >= c' root n log n for a constant c' > 0 and lambda = (1 + Theta(1)) mu, the behavior of the algorithm changes and the bound on the expected running time becomes O(mu root n), which typically holds even if the borders on the marginal probabilities are omitted. The results supplement the recently derived lower bound Omega (mu root n + n log n) by Krejca and Witt (Proceedings of FOGA 2017, ACM Press, New York, pp 65-79, 2017) and turn out to be tight for the two very different choices mu = c log n and mu = c' root n log n. They also improve the previously best known upper bound O(n log n log log n) by Dang and Lehre (Proceedings of GECCO ' 15, ACM Press, New York, pp 513-518, 2015) that was established for mu = c log n and lambda = (1+ Theta(1)) mu.",2019
On the application of different evolutionary algorithms to the alignment problem in statistical machine translation,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000253663800034,"Rodríguez, L, García-Varea, I and Gámez, JA","In statistical machine translation, an alignment defines a mapping between the words in the source and in the target sentence. Alignments are used, on the one hand, to train the statistical models and, on the other, during the decoding process to link the words in the source sentence to the words in the partial hypotheses generated. In both cases, the quality of the alignments is crucial for the success of the translation process. In this paper, we propose several evolutionary algorithms for computing alignments between two sentences in a parallel corpus. This algorithm has been tested on different tasks involving different pair of languages. Specifically, in the two shared tasks proposed in the HLT-NAACL 2003 and in the ACL 2005, the EDA-based algorithm outperforms the best participant systems. In addition, the experiments show that, because of the limitations of the well known statistical alignment models, new improvements in alignments quality could not be achieved by using improved search algorithms only. (c) 2007 Elsevier B.V. All rights reserved.",2008
Toward Self-Learning Model-Based EAs,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000538328100266,"Meulman, EA and Bosman, PAN","Model-based evolutionary algorithms (MBEAs) are praised for their broad applicability to black-box optimization problems. In practical applications however, they are mostly used to repeatedly optimize different instances of a single problem class, a setting in which specialized algorithms generally perform better. In this paper, we introduce the concept of a new type of MBEA that can automatically specialize its behavior to a given problem class using tabula rasa self-learning. For this, reinforcement learning is a naturally fitting paradigm. A proof-of-principle framework, called SL-ENDA, based on estimation of normal distribution algorithms in combination with reinforcement learning is defined. SL-ENDA uses an RL-agent to decide upon the next population mean while approaching the rest of the algorithm as the environment. A comparison of SL-ENDA to AMaLGaM and CMA-ES on unimodal noiseless functions shows mostly comparable performance and scalability to the broadly used and carefully manually crafted algorithms. This result, in combination with the inherent potential of self-learning model-based evolutionary algorithms with regard to specialization, opens the door to a new research direction with great potential impact on the field of model-based evolutionary algorithms.",2019
Unbalanced Mallows Models for Optimizing Expensive Black-Box Permutation Problems,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000773791800029,"Irurozki, E and López-Ibáñez, M","Expensive black-box combinatorial optimization problems arise in practice when the objective function is evaluated by means of a simulator or a real-world experiment. Since each fitness evaluation is expensive in terms of time or resources, the number of possible evaluations is typically several orders of magnitude smaller than in non-expensive problems. Classical optimization methods are not useful in this scenario. In this paper, we propose and analyze UMM, an estimation-of-distribution (EDA) algorithm based on a Mallows probabilistic model and unbalanced rank aggregation (uBorda). Experimental results on black-box versions of LOP and PFSP show that UMM outperforms the solutions obtained by CEGO, a Bayesian optimization algorithm for combinatorial optimization. Nevertheless, a slight modification to CEGO, based on the different interpretations for rankings and orderings, significantly improves its performance, thus producing solutions that are slightly better than those of UMM and dramatically better than the original version. Another benefit of UMM is that its computational complexity increases linearly with both the number of function evaluations and the permutation size, which results in computation times an order of magnitude shorter than CEGO, making it specially useful when both computation time and number of evaluations are limited.",2021
Denoising autoencoder genetic programming: strategies to control exploration and exploitation in search,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:001097381300001,"Wittenberg, D, Rothlauf, F and Gagné, C","Denoising autoencoder genetic programming (DAE-GP) is a novel neural network-based estimation of distribution genetic programming approach that uses denoising autoencoder long short-term memory networks as a probabilistic model to replace the standard mutation and recombination operators of genetic programming. At each generation, the idea is to capture promising properties of the parent population in a probabilistic model and to use corruption to transfer variations of these properties to the offspring. This work studies the influence of corruption and sampling steps on search. Corruption partially mutates candidate solutions that are used as input to the model, whereas the number of sampling steps defines how often we re-use the output during model sampling as input to the model. We study the generalization of the royal tree problem, the Airfoil problem, and the Pagie-1 problem, and find that both corruption strength and the number of sampling steps influence exploration and exploitation in search and affect performance: exploration increases with stronger corruption and lower number of sampling steps. The results indicate that both corruption and sampling steps are key to the success of the DAE-GP: it permits us to balance the exploration and exploitation behavior in search, resulting in an improved search quality. However, also selection is important for exploration and exploitation and should be chosen wisely.",2023
Speeding Up Model Building for ECGA on CUDA Platform,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000321981300150,"Shao, CY and Yu, TL","Parallelization is a straightforward approach to enhance the efficiency for evolutionary computation due to its inherently parallel nature. Since NVIDIA released the compute unified device architecture (CUDA), graphic processing units have enabled lots of scalable parallel programs in a wide range of fields. However, parallelization of model building for EDAs is rarely studied. In this paper, we propose two implementations on CUDA to speed up the model building in the extended compact genetic algorithm (ECGA). The first implementation is algorithmically identical to original ECGA. Aiming at a greater speed boost, the second implementation modifies the model building. It slightly decreases the accuracy of models in exchange for more speedup. Empirically, the first implementation achieves a speedup of roughly 359 to the baseline on 500-bit trap problem with order 5, and the second implementation achieves a speedup of roughly 506 to the baseline on the same problem. Finally, both of our implementations scale up to 9,800-bit trap problem with order 5 on one single Tesla C2050 GPU card.",2013
Using Denoising Autoencoder Genetic Programming to Control Exploration and Exploitation in Search,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000873586200007,"Wittenberg, D","Denoising Autoencoder Genetic Programming (DAE-GP) is a novel neural network-based estimation of distribution genetic programming (EDA-GP) algorithm that uses denoising autoencoder long short-term memory networks as a probabilistic model to replace the standard mutation and recombination operators of genetic programming (GP). At each generation, the idea is to flexibly identify promising properties of the parent population and to transfer these properties to the offspring where the DAE-GP uses denoising to make the model robust to noise that is present in the parent population. Denoising partially corrupts candidate solutions that are used as input to the model. The stronger the corruption, the stronger the generalization of the model. In this work, we study how corruption strength affects the exploration and exploitation behavior of the DAE-GP. For a generalization of the royal tree problem (high-locality problem), we find that the stronger the corruption, the stronger the exploration of the solution space. For the given problem, weak corruption resulting in a stronger exploitation of the solution space performs best. However, in more rugged fitness landscapes (low-locality problems), we expect that a stronger corruption resulting in a stronger exploration will be helpful. Choosing the right denoising strategy can therefore help to control the exploration and exploitation behavior in search, leading to an improved search quality.",2022
SDR: A Better Trigger for Adaptive Variance Scaling in Normal EDAs,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000268226900099,"Bosman, PAN, Grahl, J and Rothlauf, F","Recently, advances have been made in continuous, normal-distribution-based Estimation-of-Distribution (EDAs) by scaling the variance up from the maximum-likelihood estimate. When done properly, such scaling has been shown to prevent premature convergence on slope-like regions of the search space. In this paper we specifically focus on one way of scaling that was previously introduced as Adaptive Variance Scaling (ANTS.). It was found that when using ANTS, the average number of fitness evaluations grows subquadratically with the dimensionality on a wide range of unimodal test-problems, competitively with the CMA-ES. Still, room for improvement exists because the. variance doesn't always have to be scaled. A previously introduced trigger based oil correlation that determines when to apply scaling was shown to fail on higher dimensional problems. Here we provide a new solution called the Standard-Deviation Ratio (SDR.) trigger that is integrated with the Iterated Density-Estimation Evolutionary Algorithm (IDEA). Intuitively put, scaling is triggered with SDR only if improvements are found to be far away from the mean. SDR, works even in high dimensions as a result of factorizing the decision rule behind the trigger according to the estimated Bayesian factorization. We evaluate SDR-AVS-IDEA on the same set of benchmark problems and compare it with ANTS-IDEA and CMA-ES. We find that the addition of SDR gives AVS-IDEA an important extra edge for it to be used in future research and in applications both in single-objective optimization as well as in multi-objective and dynamic optimization In addition, we provide practical rules of thumb for parameter settings for using SDR-AVS-IDEA that, result in an asymptotic scale-up behavior that is sublinear for the population size (O(l(0.85))) and subquadratic (O(l(1.85))) for the number of evaluations.",2007
Toward Large-Scale Continuous EDA: A Random Matrix Theory Perspective,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000379774400003,"Kabán, A, Bootkrajang, J and Durrant, RJ","Estimations of distribution algorithms (EDAs) are a major branch of evolutionary algorithms (EA) with some unique advantages in principle. They are able to take advantage of correlation structure to drive the search more efficiently, and they are able to provide insights about the structure of the search space. However, model building in high dimensions is extremely challenging, and as a result existing EDAs may become less attractive in large-scale problems because of the associated large computational requirements. Large-scale continuous global optimisation is key to many modern-day real-world problems. Scaling up EAs to large-scale problems has become one of the biggest challenges of the field. This paper pins down some fundamental roots of the problem and makes a start at developing a new and generic framework to yield effective and efficient EDA-type algorithms for large-scale continuous global optimisation problems. Our concept is to introduce an ensemble of random projections to low dimensions of the set of fittest search points as a basis for developing a new and generic divide-and-conquer methodology. Our ideas are rooted in the theory of random projections developed in theoretical computer science, and in developing and analysing our framework we exploit some recent results in nonasymptotic random matrix theory.",2016
Hybrid Feature Selection and Peptide Binding Affinity Prediction using an EDA based Algorithm,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000326235302051,"Shelke, K, Jayaraman, S, Valadi, J","Protein function prediction is an important problem in functional genomics. Typically, protein sequences are represented by feature vectors. A major problem of protein datasets that increase the complexity of classification models is their large number of features. The process of drug discovery often involves the use of quantitative structure-activity relationship (QSAR) models to identify chemical structures that could have good inhibitory effects on specific targets and have low toxicity (non-specific activity). QSAR models are regression or classification models used in the chemical and biological sciences. Because of high dimensionality problems, a feature selection problem is imminent. In this study, we thus employ a hybrid Estimation of Distribution Algorithm (EDA) based filter-wrapper methodology to simultaneously extract informative feature subsets and build robust QSAR models. The performance of the algorithm was tested on the benchmark classification challenge datasets obtained from the CoePRa competition platform, developed in 2006. Our results clearly demonstrate the efficacy of a hybrid EDA filter-wrapper algorithm in comparison to the results reported earlier.",2013
Unveiling relevant non-motor Parkinson's disease severity symptoms using a machine learning approach,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000322298900007,"Armañanzas, R, Bielza, C, Larrañaga, P","Objective: Is it possible to predict the severity staging of a Parkinson's disease (PD) patient using scores of non-motor symptoms? This is the kickoff question for a machine learning approach to classify two widely known PD severity indexes using individual tests from a broad set of non-motor PD clinical scales only.|Methods: The Hoehn & Yahr index and clinical impression of severity index are global measures of PD severity. They constitute the labels to be assigned in two supervised classification problems using only non-motor symptom tests as predictor variables. Such predictors come from a wide range of PD symptoms, such as cognitive impairment, psychiatric complications, autonomic dysfunction or sleep disturbance. The classification was coupled with a feature subset selection task using an advanced evolutionary algorithm, namely an estimation of distribution algorithm.|Results: Results show how five different classification paradigms using a wrapper feature selection scheme are capable of predicting each of the class variables with estimated accuracy in the range of 72-92%. In addition, classification into the main three severity categories (Mild, moderate and severe) was split into dichotomic problems where binary classifiers perform better and select different subsets of non-motor symptoms. The number of jointly selected symptoms throughout the whole process was low, suggesting a link between the selected non-motor symptoms and the general severity of the disease.|Conclusion: Quantitative results are discussed from a medical point of view, reflecting a clear translation to the clinical manifestations of PD. Moreover, results include a brief panel of non-motor symptoms that could help clinical practitioners to identify patients who are at different stages of the disease from a limited set of symptoms, such as hallucinations, fainting, inability to control body sphincters or believing in unlikely facts. (c) 2013 Elsevier B.V. All rights reserved.",2013
The Complex Parameter Landscape of the Compact Genetic Algorithm,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000585803000003,"Lengler, J, Sudholt, D and Witt, C","The compact Genetic Algorithm (cGA) evolves a probability distribution favoring optimal solutions in the underlying search space by repeatedly sampling from the distribution and updating it according to promising samples. We study the intricate dynamics of the cGA on the test function OneMax, and how its performance depends on the hypothetical population size K, which determines how quickly decisions about promising bit values are fixated in the probabilistic model. It is known that the cGA and the Univariate Marginal Distribution Algorithm (UMDA), a related algorithm whose population size is called lambda, run in expected time O(nlogn) when the population size is just large enough (K=Theta(nlogn) and lambda=Theta(nlogn) , respectively) to avoid wrong decisions being fixated. The UMDA also shows the same performance in a very different regime (lambda=Theta(logn), equivalent to K=Theta(logn) in the cGA) with much smaller population size, but for very different reasons: many wrong decisions are fixated initially, but then reverted efficiently. If the population size is even smaller (o(logn)), the time is exponential. We show that population sizes in between the two optimal regimes are worse as they yield larger runtimes: we prove a lower bound of omega(K1/3n+nlogn) for the cGA on OneMax for K=O(n/log2n). For K=omega(log3n) the runtime increases with growing K before dropping again to O(Kn+nlogn) for K=omega(nlogn) . This suggests that the expected runtime for the cGA is a bimodal function in K with two very different optimal regions and worse performance in between.",2021
